farm_id,month,crop_yield_kg,fertilizer_used_kg,pesticide_cost,revenue_generated,yield_category,zone,crop_type,acreage,soil_type,installed_guardneer,install_date,farmer_name,farmer_phone,govt_subsidy_eligible,ph_level,salinity_ppm,EC,moisture_percent,organic_matter_percent,yield_per_acre,guardneer_effectiveness_score,profit_per_acre,liters_per_day_per_acre,irrigation_need_gap,reliability_score,soil_health_index
FARM_0623,2024-06-01,9356,8.0,577.81,57780.43,Medium,Satara,Wheat,9.3,Black,Yes,2024-02-26,Farmer_0623,9554994849,No,6.83,273,928,23.9,3.95,1006.021505376344,1.007281485773817,6212.949462365591,1999.1846862814602,7.582417582417582,90.16980769230769,-41.154999999999994
FARM_0624,2024-01-01,6048,14.3,503.96,37908.62,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,6.96,215,762,15.2,2.8,889.4117647058823,,5574.79705882353,1499.9361667744022,0.4340659340659341,,-27.580000000000002
FARM_0624,2024-02-01,6115,12.0,513.15,73010.22,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,7.54,602,920,17.7,1.56,899.2647058823529,,10736.79705882353,1499.9361667744022,0.4340659340659341,,-143.052
FARM_0624,2024-03-01,6141,19.8,833.62,73447.62,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,7.2,565,934,23.9,2.85,903.0882352941176,,10801.120588235292,1499.9361667744022,0.4340659340659341,,-129.085
FARM_0624,2024-04-01,5976,19.6,591.63,60825.25,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,7.5,501,1185,25.0,1.8,878.8235294117648,,8944.889705882353,1499.9361667744022,0.4340659340659341,,-109.75999999999999
FARM_0624,2024-05-01,6105,17.7,604.27,62369.87,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,7.22,523,867,15.5,3.82,897.7941176470589,,9172.039705882353,1499.9361667744022,0.4340659340659341,,-119.55399999999999
FARM_0624,2024-06-01,6023,16.9,402.78,67784.02,Medium,Mumbai,Tomato,6.8,Loamy,No,2024-02-03,Farmer_0624,9539031926,No,7.27,493,1183,24.0,2.57,885.7352941176471,,9968.23823529412,1499.9361667744022,0.4340659340659341,,-107.52899999999998
FARM_0625,2024-01-01,1659,18.4,534.26,17422.61,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,7.3,586,769,15.2,2.07,873.1578947368422,,9169.794736842106,1817.403123192597,-33.065934065934066,,-139.09899999999996
FARM_0625,2024-02-01,1784,14.6,505.5,19372.92,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,6.85,579,840,24.1,2.92,938.9473684210528,,10196.273684210526,1817.403123192597,-33.065934065934066,,-133.184
FARM_0625,2024-03-01,1625,9.3,916.36,10095.83,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,7.06,473,740,19.4,2.3,855.2631578947369,,5313.594736842106,1817.403123192597,-33.065934065934066,,-103.44999999999999
FARM_0625,2024-04-01,1943,18.4,487.97,19111.41,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,6.95,914,910,26.2,2.11,1022.6315789473684,,10058.636842105265,1817.403123192597,-33.065934065934066,,-233.087
FARM_0625,2024-05-01,1955,17.1,620.51,19058.19,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,6.65,435,689,20.8,2.72,1028.9473684210527,,10030.626315789474,1817.403123192597,-33.065934065934066,,-91.364
FARM_0625,2024-06-01,1843,17.1,872.82,19482.13,Medium,Mumbai,Soybean,1.9,Clay,No,2024-03-27,Farmer_0625,9607607172,No,7.5,781,788,22.0,2.24,970.0,,10253.75263157895,1817.403123192597,-33.065934065934066,,-194.82799999999997
FARM_0626,2024-01-01,5019,12.4,302.23,33771.12,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,7.16,660,1209,15.9,2.82,1091.0869565217392,,7341.547826086958,2198.1342570473007,8.582417582417582,,-160.79399999999998
FARM_0626,2024-02-01,5054,11.4,242.7,51202.44,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,6.74,368,1027,26.1,3.74,1098.6956521739132,,11130.965217391304,2198.1342570473007,8.582417582417582,,-68.838
FARM_0626,2024-03-01,5110,19.6,900.45,57516.13,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,7.13,497,648,24.8,3.02,1110.8695652173917,,12503.506521739131,2198.1342570473007,8.582417582417582,,-108.27399999999999
FARM_0626,2024-04-01,4897,10.1,411.93,31626.59,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,7.01,719,855,22.8,3.98,1064.5652173913045,,6875.345652173914,2198.1342570473007,8.582417582417582,,-175.386
FARM_0626,2024-05-01,4901,10.9,992.58,51659.87,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,6.69,603,583,24.0,3.23,1065.4347826086955,,11230.406521739133,2198.1342570473007,8.582417582417582,,-140.33100000000002
FARM_0626,2024-06-01,5095,18.0,657.59,57196.91,Medium,Satara,Banana,4.6,Clay,No,2024-02-27,Farmer_0626,9965491108,No,6.96,461,835,22.0,1.7,1107.608695652174,,12434.110869565218,2198.1342570473007,8.582417582417582,,-98.99
FARM_0627,2024-01-01,8407,11.4,676.26,85253.61,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,7.31,697,1346,28.8,3.07,1106.1842105263158,,11217.580263157895,2202.392278773858,-18.181318681318682,,-166.659
FARM_0627,2024-02-01,8375,12.7,903.77,99485.11,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,7.36,569,624,24.8,3.25,1101.9736842105265,,13090.14605263158,2202.392278773858,-18.181318681318682,,-129.80499999999998
FARM_0627,2024-03-01,8113,13.7,882.19,80098.11,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,6.93,641,1098,16.1,1.6,1067.5,,10539.225,2202.392278773858,-18.181318681318682,,-155.38
FARM_0627,2024-04-01,8345,8.5,633.74,50936.22,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,7.25,380,898,27.9,2.61,1098.0263157894738,,6702.134210526317,2202.392278773858,-18.181318681318682,,-72.057
FARM_0627,2024-05-01,8291,13.7,838.94,52056.64,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,7.31,797,626,20.1,3.49,1090.921052631579,,6849.557894736842,2202.392278773858,-18.181318681318682,,-200.013
FARM_0627,2024-06-01,8470,9.9,518.37,62504.8,Medium,Mumbai,Banana,7.6,Black,No,2024-02-21,Farmer_0627,9770451945,Yes,6.76,371,956,27.3,1.64,1114.4736842105265,,8224.315789473685,2202.392278773858,-18.181318681318682,,-69.88799999999999
FARM_0628,2024-01-01,7981,11.6,387.25,87636.98,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,6.84,868,909,26.3,2.6,997.625,,10954.6225,2000.8427197802198,-6.741758241758242,,-219.09999999999997
FARM_0628,2024-02-01,8050,16.2,388.94,66508.8,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,7.05,653,768,21.9,1.69,1006.25,,8313.6,2000.8427197802198,-6.741758241758242,,-156.633
FARM_0628,2024-03-01,8328,18.7,504.45,95365.13,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,6.71,754,488,25.7,3.71,1041.0,,11920.64125,2000.8427197802198,-6.741758241758242,,-184.807
FARM_0628,2024-04-01,8078,13.3,797.1,93555.57,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,6.96,492,982,22.3,1.72,1009.75,,11694.44625,2000.8427197802198,-6.741758241758242,,-108.16399999999999
FARM_0628,2024-05-01,7988,13.2,712.71,93206.02,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,7.2,669,714,25.4,1.5,998.5,,11650.7525,2000.8427197802198,-6.741758241758242,,-160.09
FARM_0628,2024-06-01,7855,9.3,561.49,56198.33,Medium,Satara,Wheat,8.0,Clay,No,2024-01-29,Farmer_0628,9890928000,Yes,7.36,613,998,24.3,3.16,981.875,,7024.79125,2000.8427197802198,-6.741758241758242,,-143.232
FARM_0629,2024-01-01,1898,17.4,757.71,15426.99,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,7.34,628,1008,23.7,1.93,903.8095238095236,,7346.185714285714,1807.9696493982206,-16.736263736263737,,-148.341
FARM_0629,2024-02-01,1989,18.6,980.67,18591.43,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,7.06,638,966,25.5,3.96,947.1428571428572,,8853.061904761904,1807.9696493982206,-16.736263736263737,,-150.01200000000003
FARM_0629,2024-03-01,1819,15.0,551.71,14212.11,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,6.96,485,981,27.1,3.92,866.1904761904761,,6767.671428571429,1807.9696493982206,-16.736263736263737,,-103.484
FARM_0629,2024-04-01,2052,8.8,402.17,14747.99,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,6.61,818,803,28.8,3.21,977.1428571428572,,7022.85238095238,1807.9696493982206,-16.736263736263737,,-202.917
FARM_0629,2024-05-01,2222,15.3,510.54,18947.83,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,7.18,388,1014,18.0,2.12,1058.095238095238,,9022.77619047619,1807.9696493982206,-16.736263736263737,,-78.564
FARM_0629,2024-06-01,2089,18.0,580.99,24914.75,Medium,Satara,Soybean,2.1,Loamy,No,2024-02-04,Farmer_0629,9645711222,Yes,7.09,549,590,23.8,3.01,994.7619047619048,,11864.166666666666,1807.9696493982206,-16.736263736263737,,-124.27699999999999
FARM_0630,2024-01-01,1397,8.6,722.67,15518.66,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,7.14,566,810,21.5,3.26,1397.0,1.1652776567804362,15518.66,2513.0714285714284,-13.071428571428571,88.49079670329671,-130.22199999999998
FARM_0630,2024-02-01,1120,19.3,997.86,8616.24,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,7.23,432,1159,21.2,2.37,1120.0,0.934224034068782,8616.24,2513.0714285714284,-13.071428571428571,88.49079670329671,-90.40899999999999
FARM_0630,2024-03-01,1056,14.8,325.96,11760.56,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,6.93,365,1072,26.7,2.44,1056.0,0.8808398035505659,11760.56,2513.0714285714284,-13.071428571428571,88.49079670329671,-68.088
FARM_0630,2024-04-01,1419,18.9,559.73,10901.58,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,7.26,817,827,24.5,2.69,1419.0,1.1836284860210728,10901.58,2513.0714285714284,-13.071428571428571,88.49079670329671,-204.493
FARM_0630,2024-05-01,1242,11.7,927.63,12452.38,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,7.22,638,1122,29.7,3.26,1242.0,1.0359877234941317,12452.38,2513.0714285714284,-13.071428571428571,88.49079670329671,-148.542
FARM_0630,2024-06-01,1117,15.7,647.52,7008.79,Medium,Jalgoan,Sugarcane,1.0,Clay,Yes,2024-03-15,Farmer_0630,9321852833,Yes,7.09,524,866,20.6,2.91,1117.0,0.9317216482632406,7008.79,2513.0714285714284,-13.071428571428571,88.49079670329671,-118.08699999999999
FARM_0631,2024-01-01,8158,19.9,629.89,83706.51,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,6.91,807,747,22.3,3.51,1102.4324324324325,1.0023619676505344,11311.69054054054,2196.023166023166,29.428571428571427,87.60137362637363,-202.127
FARM_0631,2024-02-01,8201,8.7,705.39,86831.35,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,7.46,514,792,22.8,2.82,1108.2432432432431,1.0076453170755126,11733.966216216217,2196.023166023166,29.428571428571427,87.60137362637363,-114.23399999999998
FARM_0631,2024-03-01,8210,10.7,980.32,98282.67,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,7.04,508,873,22.8,1.9,1109.4594594594594,1.00875113439702,13281.441891891893,2196.023166023166,29.428571428571427,87.60137362637363,-112.71
FARM_0631,2024-04-01,8212,8.9,949.16,63533.74,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,7.07,798,490,25.9,3.09,1109.7297297297296,1.008996871579577,8585.64054054054,2196.023166023166,29.428571428571427,87.60137362637363,-198.11300000000003
FARM_0631,2024-05-01,8031,19.6,281.2,72170.43,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,6.83,854,711,17.4,1.91,1085.2702702702702,0.9867576565581568,9752.760810810809,2196.023166023166,29.428571428571427,87.60137362637363,-218.66699999999997
FARM_0631,2024-06-01,8266,13.1,460.82,81611.9,Medium,Pune,Banana,7.4,Sandy,Yes,2024-02-17,Farmer_0631,9766969463,Yes,7.13,507,989,22.0,3.79,1117.0270270270269,1.0156317755086195,11028.635135135131,2196.023166023166,29.428571428571427,87.60137362637363,-112.163
FARM_0632,2024-01-01,4239,19.8,843.65,47307.67,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,6.59,660,934,21.4,2.97,1009.2857142857142,1.0105497829051755,11263.73095238095,1996.8628990057562,13.175824175824175,89.69299450549451,-158.549
FARM_0632,2024-02-01,4131,12.3,459.91,37601.56,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,6.93,267,703,18.3,3.22,983.5714285714286,0.9848032916209676,8952.752380952381,1996.8628990057562,13.175824175824175,89.69299450549451,-41.814
FARM_0632,2024-03-01,4102,16.6,644.07,27289.97,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,6.71,742,942,28.8,1.9,976.6666666666666,0.9778898819242818,6497.611904761905,1996.8628990057562,13.175824175824175,89.69299450549451,-180.51
FARM_0632,2024-04-01,4297,19.2,561.85,44717.52,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,7.11,717,764,18.0,1.51,1023.095238095238,1.024376602298547,10647.028571428573,1996.8628990057562,13.175824175824175,89.69299450549451,-177.447
FARM_0632,2024-05-01,4450,11.6,360.29,41186.62,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,6.89,721,581,27.7,2.34,1059.5238095238094,1.0608507982845086,9806.338095238096,1996.8628990057562,13.175824175824175,89.69299450549451,-174.51799999999997
FARM_0632,2024-06-01,4202,13.3,512.09,42168.76,Medium,Satara,Wheat,4.2,Sandy,Yes,2024-02-02,Farmer_0632,9782698016,No,6.36,638,1021,22.9,2.31,1000.4761904761904,1.0017292257059562,10040.180952380952,1996.8628990057562,13.175824175824175,89.69299450549451,-151.547
FARM_0633,2024-01-01,3112,12.1,529.41,20481.17,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,7.2,397,1022,22.4,2.78,943.0303030303032,0.9940945044360736,6206.415151515152,1794.808524808525,17.13186813186813,89.37722527472528,-79.306
FARM_0633,2024-02-01,3144,10.8,241.31,37657.11,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,6.97,805,771,21.4,2.17,952.7272727272727,1.0043165558955705,11411.245454545457,1794.808524808525,17.13186813186813,89.37722527472528,-202.289
FARM_0633,2024-03-01,3096,8.2,775.43,26734.43,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,7.08,755,1194,25.8,2.28,938.1818181818182,0.9889834787063252,8101.342424242424,1794.808524808525,17.13186813186813,89.37722527472528,-185.496
FARM_0633,2024-04-01,3157,17.4,938.78,30293.95,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,7.43,658,719,16.2,2.44,956.6666666666669,1.008469264300991,9179.98484848485,1794.808524808525,17.13186813186813,89.37722527472528,-160.18800000000002
FARM_0633,2024-05-01,3190,19.5,664.19,32193.43,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,7.01,490,644,20.6,3.83,966.6666666666669,1.0190107548685972,9755.584848484848,1794.808524808525,17.13186813186813,89.37722527472528,-107.611
FARM_0633,2024-06-01,3073,12.0,505.22,31983.56,Medium,Nashik,Soybean,3.3,Loamy,Yes,2024-03-15,Farmer_0633,9160245882,No,7.14,805,797,28.9,3.94,931.2121212121212,0.9816363792198116,9691.98787878788,1794.808524808525,17.13186813186813,89.37722527472528,-198.758
FARM_0634,2024-01-01,1064,17.5,337.31,7737.15,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,6.91,699,823,18.5,3.91,967.2727272727273,1.0196496330848157,7033.772727272726,1812.7372627372624,-14.010989010988784,89.36417582417583,-171.12699999999998
FARM_0634,2024-02-01,1109,14.4,341.24,10879.26,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,7.03,221,853,27.6,1.72,1008.181818181818,1.062773912679568,9890.236363636364,1812.7372627372624,-14.010989010988784,89.36417582417583,-24.744
FARM_0634,2024-03-01,1138,17.7,571.03,8062.58,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,6.45,416,582,18.2,1.93,1034.5454545454545,1.0905651150850753,7329.618181818181,1812.7372627372624,-14.010989010988784,89.36417582417583,-86.941
FARM_0634,2024-04-01,977,15.8,994.23,9511.63,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,6.69,699,894,22.6,2.24,888.1818181818181,0.936276025868294,8646.936363636361,1812.7372627372624,-14.010989010988784,89.36417582417583,-169.988
FARM_0634,2024-05-01,943,17.8,875.84,7121.27,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,7.1,550,837,19.4,3.0,857.2727272727273,0.9036932368411476,6473.881818181818,1812.7372627372624,-14.010989010988784,89.36417582417583,-126.33999999999999
FARM_0634,2024-06-01,985,11.9,389.0,11278.54,Medium,Pune,Soybean,1.1,Sandy,Yes,2024-03-13,Farmer_0634,9736575316,No,7.06,563,1151,24.5,3.29,895.4545454545454,0.9439425644629168,10253.218181818182,1812.7372627372624,-14.010989010988784,89.36417582417583,-128.113
FARM_0635,2024-01-01,5820,13.0,704.81,48394.07,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,7.16,848,1233,20.9,1.82,986.4406779661016,1.0398555102282705,8202.38474576271,1802.1931458372137,-12.93956043956044,90.97774725274725,-215.49400000000003
FARM_0635,2024-02-01,5608,12.1,707.58,53536.06,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,6.96,1064,536,18.0,3.84,950.5084745762712,1.00197761191755,9073.90847457627,1802.1931458372137,-12.93956043956044,90.97774725274725,-280.848
FARM_0635,2024-03-01,5526,12.4,532.16,54000.66,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,6.86,388,874,19.6,2.72,936.6101694915252,0.9873267267218936,9152.654237288136,1802.1931458372137,-12.93956043956044,90.97774725274725,-77.74399999999999
FARM_0635,2024-04-01,5558,19.0,228.95,41473.61,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,6.64,692,1094,20.1,1.62,942.0338983050848,0.9930441453348328,7029.425423728813,1802.1931458372137,-12.93956043956044,90.97774725274725,-169.074
FARM_0635,2024-05-01,5606,13.2,783.23,41789.9,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,6.95,627,842,20.1,3.35,950.1694915254236,1.0016202732542412,7083.033898305084,1802.1931458372137,-12.93956043956044,90.97774725274725,-149.055
FARM_0635,2024-06-01,5464,15.1,907.09,62639.66,Medium,Pune,Soybean,5.9,Black,Yes,2024-03-18,Farmer_0635,9388642288,No,7.23,553,1030,21.1,2.58,926.101694915254,0.9762492281593244,10616.891525423727,1802.1931458372137,-12.93956043956044,90.97774725274725,-126.686
FARM_0636,2024-01-01,8245,10.4,205.19,84437.59,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,7.07,674,705,18.5,2.16,947.7011494252874,,9705.47011494253,1801.3729948212708,-11.94505494505677,,-164.152
FARM_0636,2024-02-01,8294,19.2,349.55,81460.86,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,6.83,704,613,16.7,2.47,953.3333333333334,,9363.31724137931,1801.3729948212708,-11.94505494505677,,-173.77899999999997
FARM_0636,2024-03-01,8284,15.8,976.23,66835.63,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,6.56,730,746,20.9,2.2,952.1839080459772,,7682.2563218390815,1801.3729948212708,-11.94505494505677,,-179.98
FARM_0636,2024-04-01,8276,12.2,634.41,68699.17,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,7.06,713,1367,22.2,2.29,951.264367816092,,7896.456321839081,1801.3729948212708,-11.94505494505677,,-174.333
FARM_0636,2024-05-01,8347,12.1,617.83,68110.19,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,7.12,507,1019,15.8,3.08,959.425287356322,,7828.757471264369,1801.3729948212708,-11.94505494505677,,-114.856
FARM_0636,2024-06-01,8349,8.2,649.96,56293.67,Medium,Pune,Soybean,8.7,Clay,No,2024-01-09,Farmer_0636,9309479399,Yes,6.74,782,714,27.9,2.41,959.6551724137933,,6470.536781609196,1801.3729948212708,-11.94505494505677,,-192.71699999999998
FARM_0637,2024-01-01,9133,8.1,967.21,83032.96,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,6.69,610,485,17.7,3.74,951.3541666666669,,8649.266666666668,1799.8677884615386,1.2692307692307692,,-144.79799999999997
FARM_0637,2024-02-01,9097,19.8,246.4,86432.21,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,6.67,657,651,28.4,3.78,947.6041666666669,,9003.355208333334,1799.8677884615386,1.2692307692307692,,-154.60600000000002
FARM_0637,2024-03-01,9218,12.3,408.39,102737.55,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,6.84,673,734,28.8,3.27,960.2083333333334,,10701.828125,1799.8677884615386,1.2692307692307692,,-159.399
FARM_0637,2024-04-01,9076,12.5,213.47,75709.58,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,7.25,786,913,27.9,1.57,945.4166666666669,,7886.414583333334,1799.8677884615386,1.2692307692307692,,-194.16899999999998
FARM_0637,2024-05-01,8995,13.2,245.37,85709.37,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,7.46,736,745,16.6,3.41,936.9791666666669,,8928.059375,1799.8677884615386,1.2692307692307692,,-183.13699999999997
FARM_0637,2024-06-01,9198,17.1,530.65,78379.8,Medium,Jalgoan,Soybean,9.6,Loamy,No,2024-02-17,Farmer_0637,9388697375,Yes,7.39,641,1072,17.4,1.54,958.125,,8164.562500000001,1799.8677884615386,1.2692307692307692,,-154.878
FARM_0638,2024-01-01,6703,14.4,959.15,43163.22,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.14,873,1067,21.5,1.81,1098.8524590163936,0.9991069571012532,7075.937704918033,2199.3649792830124,3.8736263736263736,90.08107142857143,-222.75699999999998
FARM_0638,2024-02-01,6588,15.2,621.2,59933.66,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.16,610,989,24.2,3.83,1080.0,0.9819657814982928,9825.190163934429,2199.3649792830124,3.8736263736263736,90.08107142857143,-142.171
FARM_0638,2024-03-01,6682,8.5,737.82,53930.05,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.04,708,678,23.4,2.54,1095.409836065574,0.995976829382452,8840.99180327869,2199.3649792830124,3.8736263736263736,90.08107142857143,-172.27800000000002
FARM_0638,2024-04-01,6745,8.2,401.1,52988.45,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.51,593,1050,27.4,3.6,1105.737704918033,1.0053672125388564,8686.631147540984,2199.3649792830124,3.8736263736263736,90.08107142857143,-135.85999999999999
FARM_0638,2024-05-01,6596,13.0,585.98,57750.78,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.17,721,784,16.7,3.61,1081.311475409836,0.9831582111054552,9467.340983606558,2199.3649792830124,3.8736263736263736,90.08107142857143,-178.53699999999998
FARM_0638,2024-06-01,6750,19.7,236.4,79014.21,Medium,Satara,Banana,6.1,Black,Yes,2024-03-07,Farmer_0638,9262643273,No,7.31,437,848,16.7,1.9,1106.5573770491803,1.0061124810433326,12953.149180327871,2199.3649792830124,3.8736263736263736,90.08107142857143,-93.85
FARM_0639,2024-01-01,5734,13.2,563.07,64656.35,Medium,Jalgoan,Wheat,5.6,Clay,Yes,2024-03-23,Farmer_0639,9792985442,Yes,7.25,749,942,19.2,3.48,1023.9285714285714,1.0252109793309054,11545.776785714286,1992.9807692307693,39.30769230769231,86.65785714285714,-185.97599999999997
FARM_0639,2024-02-01,5637,18.8,390.95,40560.76,Medium,Jalgoan,Wheat,5.6,Clay,Yes,2024-03-23,Farmer_0639,9792985442,Yes,6.88,862,833,20.7,2.37,1006.6071428571428,1.0078678567297374,7242.992857142858,1992.9807692307693,39.30769230769231,86.65785714285714,-219.60899999999998
FARM_0639,2024-03-01,5694,11.9,721.61,58357.29,Medium,Jalgoan,Wheat,5.6,Clay,Yes,2024-03-23,Farmer_0639,9792985442,Yes,7.01,620,1243,16.8,2.79,1016.7857142857144,1.0180591761964033,10420.944642857145,1992.9807692307693,39.30769230769231,86.65785714285714,-148.443
FARM_0639,2024-04-01,5599,17.3,651.14,47114.08,Medium,Jalgoan,Wheat,5.6,Clay,Yes,2024-03-23,Farmer_0639,9792985442,Yes,6.69,526,1186,24.8,2.01,999.8214285714288,1.0010736437519605,8413.228571428572,1992.9807692307693,39.30769230769231,86.65785714285714,-117.277
FARM_0639,2024-05-01,5609,16.7,475.99,56200.47,Medium,Jalgoan,Wheat,5.6,Clay,Yes,2024-03-23,Farmer_0639,9792985442,Yes,7.12,596,953,23.6,2.91,1001.6071428571428,1.002861594535586,10035.798214285714,1992.9807692307693,39.30769230769231,86.65785714285714,-138.487
